,loss,accuracy,val_loss,val_accuracy,lr
0,0.8926461935043335,0.5443887710571289,0.44724515080451965,0.6805251836776733,0.0005
1,0.5666495561599731,0.6821911931037903,0.44964051246643066,0.6717724204063416,0.0005
2,0.539167582988739,0.6900777816772461,0.3964104652404785,0.6805251836776733,0.0005
3,0.5347464680671692,0.7110732197761536,0.2547402083873749,1.0,0.0005
4,0.47360220551490784,0.7621229887008667,0.3062918186187744,0.6783369779586792,0.0005
5,0.41777780652046204,0.7936694025993347,0.1275286078453064,1.0,0.0005
6,0.35076943039894104,0.8393903970718384,0.3986954689025879,0.6936542391777039,0.0005
7,0.31088221073150635,0.8655014634132385,0.01811372861266136,1.0,0.0005
8,0.2834074795246124,0.886177122592926,4.107147693634033,0.6498906016349792,0.0005
9,0.24119803309440613,0.9049344658851624,0.36250385642051697,0.746170699596405,0.0005
10,0.2329225093126297,0.9136736392974854,0.006296940613538027,1.0,0.0005
11,0.17806755006313324,0.9328572750091553,1.9308598041534424,0.6805251836776733,0.0005
12,0.1383533924818039,0.9477778673171997,0.09973318874835968,0.9890590906143188,0.0005
13,0.1055389791727066,0.9631248116493225,0.0005517888348549604,1.0,0.0005
14,0.09198971092700958,0.9680272936820984,0.19297879934310913,0.9080962538719177,0.0005
15,0.1268792450428009,0.9650431871414185,0.005454873200505972,1.0,0.0005
16,0.06633943319320679,0.9791111350059509,0.02261364459991455,1.0,0.0005
17,0.06676553189754486,0.9765533208847046,0.0033317063935101032,1.0,0.0005
18,0.06646475195884705,0.9785782694816589,0.003530166344717145,0.9978117942810059,0.0005
19,0.0653034895658493,0.9780454039573669,0.0001446854294044897,1.0,0.0005
20,0.08391092717647552,0.977512538433075,0.0021028798073530197,1.0,0.0005
21,0.050998128950595856,0.983267605304718,0.000216402841033414,1.0,0.0005
22,0.05772930383682251,0.9820953011512756,0.003195148427039385,0.9978117942810059,0.0005
23,0.06005009263753891,0.9808163642883301,0.008097907528281212,1.0,0.0005
24,0.057042691856622696,0.9797506332397461,0.011225900612771511,1.0,0.0005
25,0.0472213439643383,0.9842268228530884,0.17394421994686127,0.9190372228622437,0.0005
26,0.07580876350402832,0.9783651232719421,0.06211262568831444,0.9693654179573059,0.0005
27,0.04164862260222435,0.9863582849502563,0.00039399831439368427,1.0,0.0005
28,0.05731678754091263,0.9808163642883301,0.0019775982946157455,1.0,0.0005
29,0.07868379354476929,0.9754875898361206,0.020737476646900177,1.0,0.0005
30,0.03986646607518196,0.9867846369743347,0.008374118246138096,1.0,0.00040000002
31,0.03696317970752716,0.9873175024986267,0.13900451362133026,0.9387308359146118,0.00040000002
32,0.04795856773853302,0.98380047082901,0.5435673594474792,0.6827133297920227,0.00040000002
33,0.04483487084507942,0.9855057001113892,0.5072733759880066,0.7352297306060791,0.00040000002
34,0.030805591493844986,0.989342451095581,0.00011048046144424006,1.0,0.00040000002
35,0.04547826945781708,0.984653115272522,0.03450259938836098,0.9934354424476624,0.00040000002
36,0.03555306792259216,0.9877437949180603,0.031950730830430984,0.9934354424476624,0.00040000002
37,0.03423837199807167,0.9891293048858643,0.0013929316774010658,1.0,0.00040000002
38,0.0704602301120758,0.9777256846427917,1.0828051567077637,0.6608315110206604,0.00040000002
39,0.03989133611321449,0.9869977831840515,0.0015982519835233688,1.0,0.00040000002
40,0.02591598965227604,0.991793692111969,0.0009827909525483847,1.0,0.00032000002
41,0.031420011073350906,0.9894490242004395,0.015994641929864883,0.9890590906143188,0.00032000002
42,0.026028096675872803,0.9910476207733154,0.0009989856043830514,1.0,0.00032000002
43,0.0333755798637867,0.9876372218132019,0.00016269249317701906,1.0,0.00032000002
44,0.060203783214092255,0.9825215935707092,0.06988732516765594,0.9737417697906494,0.00032000002
45,0.026078952476382256,0.9924331307411194,0.00015159670147113502,1.0,0.00032000002
46,0.021890787407755852,0.993925154209137,0.0006012351368553936,1.0,0.00032000002
47,0.03231851011514664,0.9891293048858643,0.00011728977551683784,1.0,0.00032000002
48,0.03116697259247303,0.9892358779907227,3.5802113416139036e-05,1.0,0.00032000002
49,0.027678463608026505,0.990941047668457,0.00010738300625234842,1.0,0.00032000002
50,0.03131887689232826,0.9900884628295898,0.06685986369848251,0.9737417697906494,0.00032000002
51,0.03282923623919487,0.9895555973052979,0.0010178583906963468,1.0,0.00032000002
52,0.035481225699186325,0.9888095259666443,0.0009404679294675589,1.0,0.00032000002
53,0.02121814712882042,0.9932857155799866,0.0008726387750357389,1.0,0.00032000002
54,0.031089944764971733,0.9903016090393066,5.5147596867755055e-05,1.0,0.00032000002
55,0.035567060112953186,0.9881700873374939,0.0008220449672080576,1.0,0.00032000002
56,0.030249841511249542,0.9897687435150146,0.00034944748040288687,1.0,0.00032000002
57,0.030654625967144966,0.9892358779907227,0.0024075477849692106,1.0,0.00032000002
58,0.042554210871458054,0.9868912100791931,0.10465525835752487,0.9606127142906189,0.00032000002
59,0.018338818103075027,0.9937120079994202,0.06577502936124802,0.9890590906143188,0.00025600003
60,0.020777858793735504,0.9929659962654114,5.5516298743896186e-05,1.0,0.00025600003
61,0.017786933109164238,0.9947777986526489,0.0011707257945090532,1.0,0.00025600003
62,0.02089342474937439,0.9929659962654114,0.005069552455097437,1.0,0.00025600003
63,0.03008708544075489,0.9892358779907227,0.0008668014197610319,1.0,0.00025600003
64,0.019251525402069092,0.9936054348945618,0.00021008154726587236,1.0,0.00025600003
65,0.025527002289891243,0.991473913192749,0.07751931995153427,0.9737417697906494,0.00025600003
66,0.024941466748714447,0.9915805459022522,9.119680180447176e-05,1.0,0.00025600003
67,0.023891445249319077,0.9919002652168274,0.00013876959565095603,1.0,0.00025600003
68,0.021834557875990868,0.992859423160553,0.00034915664582513273,1.0,0.00025600003
69,0.014762136153876781,0.9949909448623657,0.0077888318337500095,1.0,0.00020480002
70,0.016160786151885986,0.9940317869186401,0.00018223914958070964,1.0,0.00020480002
71,0.017324071377515793,0.9944580793380737,0.000770903192460537,1.0,0.00020480002
72,0.021978523582220078,0.9913673400878906,0.04079577326774597,0.9912472367286682,0.00020480002
73,0.016024328768253326,0.9950975179672241,0.2651675045490265,0.8512035012245178,0.00020480002
74,0.02362257055938244,0.992326557636261,0.009759381413459778,1.0,0.00020480002
75,0.02091585472226143,0.9937120079994202,0.001979660475626588,1.0,0.00020480002
76,0.019804172217845917,0.9926462769508362,4.353214171715081e-05,1.0,0.00020480002
77,0.01355105172842741,0.9954172372817993,0.1658172756433487,0.9277899265289307,0.00020480002
78,0.022617854177951813,0.992326557636261,2.050648254225962e-05,1.0,0.00020480002
79,0.012433527037501335,0.9950975179672241,0.0001269724016310647,1.0,0.00016384001
80,0.013655838556587696,0.9953106641769409,0.0002521455753594637,1.0,0.00016384001
81,0.016639722511172295,0.9942449331283569,0.0010937938932329416,1.0,0.00016384001
82,0.014434604905545712,0.9952040910720825,0.015135519206523895,0.9978117942810059,0.00016384001
83,0.017706993967294693,0.9934988617897034,1.075506406778004e-05,1.0,0.00016384001
84,0.011317995376884937,0.9963764548301697,4.139689281146275e-06,1.0,0.00016384001
85,0.012422513216733932,0.9960566759109497,6.852919614175335e-05,1.0,0.00016384001
86,0.022282222285866737,0.9924331307411194,8.828928002913017e-06,1.0,0.00016384001
