,loss,accuracy,val_loss,val_accuracy,lr
0,0.9156940579414368,0.5380301475524902,0.5971394777297974,0.6744730472564697,0.0005
1,0.565636396408081,0.6985629200935364,1.5236116647720337,0.5480093955993652,0.0005
2,0.478784441947937,0.7761420607566833,0.6410037875175476,0.6112412214279175,0.0005
3,0.38608163595199585,0.8247458934783936,0.5094881057739258,0.6869633197784424,0.0005
4,0.2887886166572571,0.8718308210372925,0.6111850142478943,0.4644808769226074,0.0005
5,0.2250519096851349,0.9012734889984131,1.030523419380188,0.6932084560394287,0.0005
6,0.20324572920799255,0.9086341857910156,0.5380958914756775,0.6924278140068054,0.0005
7,0.1838357001543045,0.9176305532455444,0.5112829208374023,0.6947697401046753,0.0005
8,0.16247892379760742,0.9280290007591248,0.40954524278640747,0.8329430222511292,0.0005
9,0.16114552319049835,0.9379600286483765,0.39950960874557495,0.7314597964286804,0.0005
10,0.10831499099731445,0.9616777896881104,0.39154234528541565,0.7556596398353577,0.0005
11,0.17769096791744232,0.9511625170707703,0.3471151888370514,0.8407494425773621,0.0005
12,0.08491655439138412,0.9716088175773621,0.36786454916000366,0.8532396554946899,0.0005
13,0.12417467683553696,0.9661175608634949,1.602270483970642,0.6182669997215271,0.0005
14,0.24085167050361633,0.8980020880699158,0.5388123393058777,0.5745511054992676,0.0005
15,0.17916449904441833,0.9258090853691101,0.3427296578884125,0.777517557144165,0.0005
16,0.14823943376541138,0.9427503347396851,0.37612783908843994,0.795472264289856,0.0005
17,0.1506013423204422,0.9477742910385132,0.4707406759262085,0.709601879119873,0.0005
18,0.12276113033294678,0.9601588845252991,0.2593456506729126,0.9039812684059143,0.0005
19,0.13036148250102997,0.9527982473373413,0.21916252374649048,0.908665120601654,0.0005
20,0.09042348712682724,0.9674027562141418,0.16706880927085876,0.9492583870887756,0.0005
21,0.09372656792402267,0.9678700566291809,0.8182258605957031,0.6471506357192993,0.0005
22,0.12851688265800476,0.9582895040512085,0.2570301592350006,0.9195940494537354,0.0005
23,0.06780420988798141,0.9763991236686707,0.1602923423051834,0.937548816204071,0.0005
24,0.14173133671283722,0.9592242240905762,0.5132247805595398,0.719750165939331,0.0005
25,0.08159622550010681,0.9720761775970459,0.12594939768314362,0.9594067335128784,0.0005
26,0.05999081954360008,0.9797873497009277,0.12433227151632309,0.942232608795166,0.0005
27,0.05962032824754715,0.9789695143699646,0.08340062946081161,0.9687743782997131,0.0005
28,0.09971537441015244,0.9727771878242493,0.1657254993915558,0.9281811118125916,0.0005
29,0.08206254243850708,0.972894012928009,0.6007940769195557,0.7377049326896667,0.0005
30,0.04035138338804245,0.9873816967010498,0.2622213363647461,0.8735362887382507,0.0005
31,0.09100139141082764,0.9775674939155579,0.8962627053260803,0.693989098072052,0.0005
32,0.045636486262083054,0.9876153469085693,0.15439416468143463,0.9234972596168518,0.0005
33,0.06562424451112747,0.9790863394737244,0.06693465262651443,0.9859485030174255,0.0005
34,0.04466197267174721,0.9864470362663269,0.07880397140979767,0.9812646508216858,0.0005
35,0.053583092987537384,0.9829419255256653,0.07202174514532089,0.976580798625946,0.0005
36,0.04541469365358353,0.9865638613700867,0.317655086517334,0.8399688005447388,0.0005
37,0.05004303902387619,0.9844608306884766,0.1263260841369629,0.9601873755455017,0.0005
38,0.051381584256887436,0.9837597608566284,1.3121814727783203,0.6135831475257874,0.0005
39,0.10045145452022552,0.977100133895874,0.05420153588056564,0.9812646508216858,0.0005
40,0.04820733144879341,0.9846944808959961,0.2358168065547943,0.8868072032928467,0.0005
41,0.04873483628034592,0.9863301515579224,0.14891624450683594,0.9406713247299194,0.0005
42,0.06294804811477661,0.9817735552787781,0.0845579281449318,0.9750195145606995,0.0005
43,0.03359415382146835,0.9907699227333069,0.13630779087543488,0.947697103023529,0.0005
44,0.07264556735754013,0.9788526892662048,0.21411801874637604,0.8883684873580933,0.0005
45,0.03407055512070656,0.9886668920516968,1.1382592916488647,0.6299765706062317,0.0005
46,0.07677657902240753,0.9795536994934082,0.43466678261756897,0.7205308079719543,0.0005
47,0.027519412338733673,0.9918214678764343,0.07600756734609604,0.9797033667564392,0.0005
48,0.11795160174369812,0.9668185710906982,0.2651682496070862,0.976580798625946,0.0005
49,0.09364799410104752,0.9710246324539185,0.15206661820411682,0.9758001565933228,0.0005
